Same?, KLD, Cramer, Bhattacharyya
0, 1.7531837255436595, 0.03564746773062378, 0.9594144982497096
0, 2.0900333574383825, 0.03924318351375634, 0.9515922775388843
0, 2.0899531265392657, 0.0392027597411906, 0.9516149555000228
0, 2.0900138027231137, 0.039246406225958014, 0.9515946779182892
0, 2.0901704661315716, 0.039274986358845736, 0.9515620717067305
0, 2.0899945197687435, 0.03921618025829107, 0.951604626714124
0, 2.089978433096197, 0.039224272439748395, 0.9516056148340558
0, 2.0901102465587202, 0.03925199664148417, 0.9515777054404324
0, 1.7532439191321678, 0.03565920427956706, 0.9594016287758858
0, 2.089994051330446, 0.039215888107376556, 0.9516050737888838
0, 2.0901333630716494, 0.03925922627347989, 0.9515719376647979
0, 2.090054052202089, 0.03923318353838498, 0.9515911301852578
0, 2.090000717997041, 0.03924077526040841, 0.9515980585501742
0, 2.090122381677896, 0.03925985965029173, 0.9515741175357008
0, 2.0899546680386707, 0.0392150896486088, 0.9516120036741457
0, 2.0900467868261385, 0.03923766574530212, 0.9515917944131943
0, 1.7532100975043245, 0.035640375086200125, 0.9594109812545627
0, 2.0900288628308177, 0.039233068709741685, 0.9515949921662114
0, 2.106131391425937, 0.04149481299608057, 0.9486758464052596
0, 0.03599312903240586, 0.02473744965715518, 0.9840446499675458
0, 0.018758439138879906, 0.017721886715301467, 0.9925154170414144
0, 0.018551765814930204, 0.01754353845707229, 0.9925834706416524
0, 0.019106736767868265, 0.01801858005859834, 0.9923949228959321
0, 0.018320903906185095, 0.01737938725171891, 0.992687373945858
0, 0.018552369602659474, 0.01755292226963358, 0.9925907285557168
0, 0.018815708187382936, 0.01776217352506581, 0.9924900536828755
0, 0.01833837215935427, 0.017389913540412655, 0.992678366782748
0, 0.03556263383026269, 0.024472425635281736, 0.9842216767402817
0, 0.018260242154482364, 0.017275278074732017, 0.9926810374477361
0, 0.018159739758322885, 0.017224160175282825, 0.9927422985099155
0, 0.018360789981699425, 0.01739615320283822, 0.992663632080517
0, 0.01903780186557261, 0.017954418491481987, 0.9924130241980302
0, 0.018351593682982177, 0.017398146295452374, 0.9926747545231657
0, 0.018833691969353243, 0.017777695168604356, 0.9924858497348679
0, 0.018529434076391543, 0.017538853733014215, 0.9926035028168044
