Same?, KLD, Cramer, Bhattacharyya
0, 1.7544902045748696, 0.03638503548275497, 0.9590569663840507
0, 2.091700176652039, 0.04004541156012269, 0.9511459553051144
0, 2.090260783676451, 0.03938313885109769, 0.951529093444948
0, 2.0900135683988204, 0.039339823552729504, 0.9515770235281406
0, 2.091454798672828, 0.039679977926487406, 0.9512640471181064
0, 2.0900838761133915, 0.03929722416564342, 0.9515739084734158
0, 2.090988608493758, 0.039608844447099625, 0.9513558777547593
0, 2.0903356808551172, 0.03937352585808399, 0.9515161511451462
0, 2.090319242633226, 0.039370221666365876, 0.9515172836287094
0, 2.0901630556170296, 0.03931898047238698, 0.9515554410986368
0, 2.0902284375565783, 0.03932454862690928, 0.9515429925657085
0, 2.0900971135266255, 0.03928349326481282, 0.9515748469704747
0, 2.0900346663263445, 0.03926021807950434, 0.9515888358252637
0, 2.090675241502115, 0.03954028126072187, 0.9514256890327712
0, 2.0902202410164947, 0.039379878770527996, 0.9515353708542112
0, 2.090717106729314, 0.03952890606454999, 0.9514200060244472
0, 2.0901391862300227, 0.03927478822256126, 0.9515684050995897
0, 2.0900854308865306, 0.039290754264913026, 0.9515736914255853
0, 2.0975760060451853, 0.04069787564759432, 0.9500596511692269
0, 0.04126218313004084, 0.027829501891465918, 0.9821815328316585
0, 0.02190240889170624, 0.020278972615733238, 0.9915793500955462
0, 0.01961391917411379, 0.01844485391782448, 0.9922468583844398
0, 0.020771218059065556, 0.019290641335210194, 0.9917746318427996
0, 0.01688511161381906, 0.01639670928529632, 0.9933513974111982
0, 0.019380634371291897, 0.018227082899022605, 0.9923045093504356
0, 0.0193226261721146, 0.018279346913298605, 0.9924736142389495
0, 0.01859138528767425, 0.01755713111926999, 0.9926075490546418
0, 0.019165770594792287, 0.018098021315873337, 0.9924153601238718
0, 0.01927399124921692, 0.018150996612960896, 0.992356511698588
0, 0.01898608340486064, 0.017949677046424962, 0.9924678250004466
0, 0.018870457802839843, 0.017807731610323504, 0.9924776077363645
0, 0.01904338125437021, 0.017952228345433214, 0.9924128594266969
0, 0.019779805148557778, 0.01860489421059424, 0.9922571936171223
0, 0.019834298113103027, 0.018570643821603238, 0.9921776644542708
0, 0.019362233006585426, 0.018305651081816764, 0.9924045110529295
0, 0.018622268334244428, 0.017639905177324423, 0.9925854977739039
0, 0.01919385123523048, 0.018074288888160116, 0.9923538789831043
0, 0.009872502089843376, 0.011190758832682179, 0.9961990590648968
0, 0.04105691806269147, 0.02766484549384407, 0.9822091761962217
0, 0.022077351385527074, 0.020356405326160187, 0.9915155205298886
0, 0.019985618293148412, 0.018710509924997964, 0.9921346153925521
0, 0.02092364156026702, 0.01935666988972276, 0.9917156948092465
0, 0.016960857899532996, 0.01639601362511846, 0.9933152688211484
0, 0.019459439892955104, 0.018232644005585105, 0.9922644008276734
0, 0.019141328123443355, 0.0180534074564051, 0.9924970189300789
0, 0.018776097139078254, 0.017655260763486544, 0.9925436438698576
0, 0.019044731318896422, 0.01791608338812181, 0.9924249665023749
0, 0.019313724193469335, 0.018121389295706898, 0.9923261427866921
0, 0.019087090910005308, 0.017971331002433113, 0.9924229697123244
0, 0.019119531885421807, 0.017967165331314854, 0.9923964035478863
0, 0.01915471785496811, 0.017985122081966353, 0.9923651894670584
0, 0.01992520846079896, 0.01866638213801653, 0.9922009096224869
0, 0.01972623086473844, 0.018407700889354152, 0.9921836589141448
0, 0.019478263165994294, 0.01834462900093819, 0.9923555096954614
0, 0.018677978094967105, 0.017621283166237196, 0.992552021703642
0, 0.019296226843340192, 0.018098453801521537, 0.9923084435137444
0, 0.009892066772086034, 0.01111308242779214, 0.9961824816455205
0, 0.04117774073151761, 0.02773991230019666, 0.982178496344341
0, 0.02178782143667462, 0.020122842581640887, 0.9915857864611134
0, 0.020046180659819304, 0.01876271777542471, 0.9921197499276856
0, 0.020880366809647888, 0.019319979300571156, 0.9917258574117241
0, 0.017136829686654212, 0.016574040186256717, 0.9932717202138294
0, 0.01945890157227505, 0.018230063758012345, 0.9922644911175178
0, 0.019302238483696835, 0.018197085034071785, 0.9924578766394239
0, 0.018844443821882575, 0.017721457034368893, 0.9925262984742657
0, 0.019116358617560857, 0.017982259415726107, 0.9924071484818523
0, 0.019304680692029463, 0.01811112026212514, 0.9923282838314188
0, 0.01911304408722275, 0.01799525502189263, 0.9924163030988873
0, 0.01910021370165774, 0.017949370765578846, 0.9924008469731819
0, 0.019175779054292907, 0.018004722158351857, 0.9923596989905429
0, 0.02005387766813418, 0.018779215905445738, 0.9921692969459407
0, 0.019924070313423317, 0.01858187223612775, 0.9921354043059184
0, 0.019600871555947776, 0.01845430865560032, 0.9923252733761166
0, 0.018710172841774623, 0.017651134384563266, 0.9925438788922369
0, 0.01927604601838159, 0.01807934954862026, 0.9923131727811141
0, 0.009873667828219473, 0.011084539528115696, 0.9961869177964333
0, 1.7737216966097742, 0.03672584125719943, 0.9586447313192363
0, 2.116570436582309, 0.04033488539890488, 0.9506788648584465
0, 2.1158628663416184, 0.03997852788450593, 0.9508711264450691
0, 2.1151336734612896, 0.039738418347016614, 0.9510446502974319
0, 2.1170135523060485, 0.04024577224852941, 0.9506206652694236
0, 2.115346391338372, 0.039752498331355246, 0.9510051651016217
