KLD-dart, Cramer-dart,KLD-sso,Cramer-sso
0.0137380026042271,0.0206413285299887,0.0137380026042271,0.0206413285299887
0.00378124614728712,0.0113055553847939,0.00378124614728713,0.0113055553847939
0.0059715817336993,0.0143291914016049,0.00597158173369931,0.0143291914016049
0.00357251503543155,0.0109701949690868,0.00357251503543155,0.0109701949690868
0.00365442600225342,0.011156103629731,0.00365442600225342,0.011156103629731
0.004312616369829,0.0121368658479403,0.00431261636982901,0.0121368658479403
0.00675088145142756,0.0146924798661484,0.00675088145142756,0.0146924798661484
0.00668717623785361,0.0146114044878813,0.00668717623785362,0.0146114044878813
0.00356054666806119,0.0108586712160844,0.00356054666806119,0.0108586712160844
0.00331401702054724,0.0104454716296049,0.00331401702054724,0.0104454716296049
0.00575279973010084,0.013809739837567,0.00575279973010084,0.013809739837567
0.0119630139932564,0.0188717658169621,0.0119630139932564,0.0188717658169621
0.0374542894972587,0.0394600272724934,0.0374542894972587,0.0394600272724935
0.00329212538536627,0.0105452110751052,0.00329212538536627,0.0105452110751052
0.00982878303495339,0.0175972080018658,0.00982878303495339,0.0175972080018658
0.0141506134384547,0.020625677156642,0.0141506134384547,0.020625677156642
0.00281532590823025,0.00981654370588696,0.00281532590823025,0.00981654370588696
0.00465185120469632,0.0122831692870068,0.00465185120469632,0.0122831692870068
0.00303001490630802,0.00998208360905514,0.00303001490630802,0.00998208360905514
0.0100767462897669,0.0181391841279922,0.0100767462897669,0.0181391841279922
0.00512644535417365,0.0129928722235451,0.00512644535417365,0.0129928722235451
0.00348244078185033,0.0107370996789885,0.00348244078185033,0.0107370996789885
0.00544075681440685,0.0135159090878155,0.00544075681440686,0.0135159090878155
0.00409701915660933,0.0114358855184661,0.00409701915660933,0.0114358855184661
0.0055221371251313,0.0131335578462446,0.0055221371251313,0.0131335578462446
0.00345183459512091,0.0106986096744962,0.00345183459512091,0.0106986096744962
0.00647271754922656,0.0144900653340015,0.00647271754922656,0.0144900653340015
0.00237202812971127,0.00893213195099693,0.00237202812971127,0.00893213195099693
0.00551058300747365,0.0136447307284932,0.00551058300747365,0.0136447307284932
0.00739581278667435,0.0155588366398554,0.00739581278667435,0.0155588366398554
0.004810435208757,0.0126680000430531,0.004810435208757,0.0126680000430531
0.0254343341788465,0.0273730987999551,0.0254343341788465,0.0273730987999551
0.00691906592600429,0.0150508033537512,0.00691906592600429,0.0150508033537512
0.00293274425535054,0.00993606209051802,0.00293274425535053,0.00993606209051802
0.00457535508080912,0.0124766061543028,0.00457535508080912,0.0124766061543028
0.00503899113323682,0.0128736453177501,0.00503899113323682,0.0128736453177501
0.00395215632295563,0.0112675258314162,0.00395215632295563,0.0112675258314162
0.00409746234640194,0.0117779139921166,0.00409746234640194,0.0117779139921167
0.00392749714303413,0.0114170289853471,0.00392749714303413,0.0114170289853471
0.00530862773151293,0.0133031805094654,0.00530862773151293,0.0133031805094654
0.00505380664252745,0.0129353104384874,0.00505380664252744,0.0129353104384874
0.00967739167022973,0.0176991578817625,0.00967739167022973,0.0176991578817625
0.00566486590944639,0.0136237081816169,0.00566486590944639,0.0136237081816169
0.0055531245558564,0.0135938588747379,0.0055531245558564,0.0135938588747379
0.00505908989038909,0.0130647852087769,0.0050590898903891,0.0130647852087769
0.00584445433414498,0.0141541853673149,0.00584445433414498,0.0141541853673149
0.00298776443366007,0.00999547939661582,0.00298776443366007,0.00999547939661582
0.00641245538681364,0.014770380216341,0.00641245538681364,0.0147703802163411
0.0109604838058991,0.0189895553805254,0.0109604838058991,0.0189895553805254
0.0411270098327111,0.0374816996994857,0.0411270098327111,0.0374816996994857
0.00975747898733292,0.0171632534488215,0.00975747898733291,0.0171632534488215
0.00417622345094806,0.0117872963541607,0.00417622345094806,0.0117872963541608
0.00500876427159066,0.0129030187631566,0.00500876427159066,0.0129030187631566
0.00664557339781362,0.0141460190656053,0.00664557339781362,0.0141460190656053
0.00492037795281553,0.013141973958159,0.00492037795281553,0.013141973958159
0.0039009340890879,0.0114846325585162,0.0039009340890879,0.0114846325585162
0.00365632445628686,0.0110128983783631,0.00365632445628686,0.0110128983783631
0.00420877007498469,0.0119985334703217,0.00420877007498469,0.0119985334703217
0.00958060158425475,0.0169846623007444,0.00958060158425475,0.0169846623007444
0.00651014871210822,0.0143188590666976,0.00651014871210823,0.0143188590666976
0.0052608875774646,0.0130492436063823,0.0052608875774646,0.0130492436063823
0.00314493115694834,0.0101765956338125,0.00314493115694834,0.0101765956338125
0.00565155687618676,0.0132728223403753,0.00565155687618676,0.0132728223403753
0.0145095073775524,0.0219157506178545,0.0145095073775524,0.0219157506178545
0.00394504510360067,0.0114475845666299,0.00394504510360067,0.0114475845666299
0.00452059641530866,0.0121423967311922,0.00452059641530866,0.0121423967311922
0.00358162964404604,0.0108713836492641,0.00358162964404604,0.0108713836492641
0.00446550247439939,0.0121989663176145,0.00446550247439939,0.0121989663176146
0.00608803413991739,0.0138998003527354,0.0060880341399174,0.0138998003527355
