KLD-dart, Cramer-dart,KLD-sso,Cramer-sso
0.0969084315234337,0.0270258226531988,0.0969084315234337,0.0270258226531988
0.00768550523622142,0.0159690902913876,0.00768550523622142,0.0159690902913876
0.00557495441950004,0.0138191514539798,0.00557495441950004,0.0138191514539798
0.0120019148134382,0.0192348016833939,0.0120019148134382,0.0192348016833939
0.0033139909819729,0.0104462617722892,0.0033139909819729,0.0104462617722892
0.0193800576539002,0.0192924816816502,0.0193800576539002,0.0192924816816502
0.00286087755528723,0.0097093834573179,0.00286087755528723,0.0097093834573179
0.00622494488349597,0.0142297832272825,0.00622494488349596,0.0142297832272825
0.0109608990508432,0.0182097542162919,0.0109608990508432,0.0182097542162919
0.00416450068897278,0.0117067058666998,0.00416450068897277,0.0117067058666998
0.00398095130957175,0.0112945835421795,0.00398095130957175,0.0112945835421795
0.0168062575054269,0.0187115710322738,0.0168062575054269,0.0187115710322738
0.0073010419740362,0.0148605923140528,0.00730104197403619,0.0148605923140528
0.00546140620468173,0.0132546573941409,0.00546140620468173,0.0132546573941409
0.0018296786246583,0.0078184767662658,0.0018296786246583,0.0078184767662658
0.00452800008204129,0.0122238530545919,0.00452800008204128,0.0122238530545919
0.00251135815160221,0.00913046914480332,0.00251135815160221,0.00913046914480332
0.00960057855951634,0.0173145331779543,0.00960057855951634,0.0173145331779543
0.00436476453147764,0.0118122255667284,0.00436476453147764,0.0118122255667284
0.0026791733746965,0.00938213938054731,0.0026791733746965,0.00938213938054731
0.00380400880175253,0.0112204825416378,0.00380400880175252,0.0112204825416378
0.00454092098821076,0.0124168641987238,0.00454092098821076,0.0124168641987238
0.00483297000132997,0.0123937501706464,0.00483297000132997,0.0123937501706464
0.00254243484466255,0.00918283662720434,0.00254243484466255,0.00918283662720434
0.00236224144837284,0.00893770860868064,0.00236224144837284,0.00893770860868064
0.00410733887861022,0.0120695946501246,0.00410733887861022,0.0120695946501246
0.00176967339239582,0.00764316959186011,0.00176967339239582,0.00764316959186011
0.00277909146084415,0.00950027037819473,0.00277909146084415,0.00950027037819473
0.00322557244991976,0.0103869903475107,0.00322557244991976,0.0103869903475107
0.00374543145452893,0.011251553371712,0.00374543145452894,0.0112515533717121
0.00541278614270093,0.0134200272362091,0.00541278614270093,0.0134200272362091
0.00224165780541345,0.00867524728869682,0.00224165780541346,0.00867524728869682
0.014430717418764,0.0173793923509524,0.014430717418764,0.0173793923509524
0.00306644248252508,0.0100991121179477,0.00306644248252508,0.0100991121179477
0.00261044004734314,0.0092661808112665,0.00261044004734314,0.0092661808112665
0.00655387650574984,0.015081433413413,0.00655387650574984,0.015081433413413
0.00310438939680961,0.010186835083004,0.00310438939680961,0.010186835083004
0.0189207673755978,0.0189271918659805,0.0189207673755978,0.0189271918659805
0.00273102355588499,0.009536693788267,0.00273102355588499,0.009536693788267
0.00320415031315565,0.0105339667013913,0.00320415031315565,0.0105339667013913
0.00153577248116754,0.00719833212060453,0.00153577248116755,0.00719833212060453
0.00289031317486448,0.00982289825986473,0.00289031317486448,0.00982289825986473
0.00391060603053761,0.0116399710229271,0.00391060603053761,0.0116399710229271
0.0193773219039726,0.0191867066938444,0.0193773219039726,0.0191867066938444
0.00464135246158513,0.0126169389987902,0.00464135246158513,0.0126169389987902
0.0034004057862322,0.0104388583939265,0.0034004057862322,0.0104388583939265
