Same?, KLD, Cramer, Bhattacharyya
0, 2.473684819996455, 0.0434187177535379, 0.9423078673324683
0, 2.8029133719924824, 0.04641603826060498, 0.9345669712282997
0, 2.802798568518898, 0.046311263263669786, 0.9346036115022187
0, 2.8018294389969967, 0.046008967143785454, 0.9348454826538638
0, 2.8040534766580985, 0.0465889932123553, 0.9343212624124484
0, 2.8019814740289966, 0.04600200182527492, 0.9348212533258642
0, 2.803015510423176, 0.04632488990518904, 0.9345645697101781
0, 2.8026512623612234, 0.04622115079177404, 0.9346508912134229
0, 2.8022842330396402, 0.04608796670921066, 0.9347457392089964
0, 2.802073372083257, 0.04602609601876284, 0.9347989486010289
0, 2.802255018605652, 0.046071930179827386, 0.93475544370985
0, 2.802359702609318, 0.046122031776266115, 0.9347248402558013
0, 2.802084198979176, 0.046023681189957935, 0.9347958268602036
0, 2.80318873640726, 0.04643932244683557, 0.9345059621962376
0, 2.8026299844074156, 0.04625884109527028, 0.9346448649100402
0, 2.8029740277865063, 0.04633559155034632, 0.9345681871221232
0, 2.802192044696631, 0.04603728237606436, 0.9347744969563149
0, 2.802006651203035, 0.046002736652061865, 0.9348147827452518
0, 2.80978381394017, 0.04733141583426636, 0.9332157596657153
0, 0.006349541037112258, 0.012148139748890376, 0.9982467671381579
0, 0.06266030653689807, 0.00889464264777071, 0.997984942483224
0, 0.06151695036951719, 0.006433169282365533, 0.9982681573749406
0, 0.06118623854530507, 0.005698078855035054, 0.9983491308163823
0, 0.06199480921312525, 0.007076688296618007, 0.9981571973710271
0, 0.0610689016923543, 0.005166421263946305, 0.9983798137202958
0, 0.061697345722825016, 0.0066260150218136514, 0.9982281472822147
0, 0.06134365343628253, 0.0058668540861549386, 0.9983130385134459
0, 0.06105659361288018, 0.005066866520856031, 0.9983835884491397
0, 0.061075581132554256, 0.00515141265864751, 0.9983786362450919
0, 0.06109369326901528, 0.005154810358444795, 0.9983746292676808
0, 0.06115823271125713, 0.005385337961490456, 0.9983583883399179
0, 0.06090990420706784, 0.004609145466696885, 0.9984195777102428
0, 0.06174493709882502, 0.006901832854662499, 0.9982132382198153
0, 0.06145373030990768, 0.006300670932190323, 0.9982839587317911
0, 0.06174952233738923, 0.006876660336721115, 0.9982127164966169
0, 0.060980469830874066, 0.004762693867473337, 0.9984028880833832
0, 0.06090926936263212, 0.004637142663612936, 0.9984194592961413
0, 0.06551588138219648, 0.009605859507374031, 0.9974256530380866
0, 0.006107970049669719, 0.01186757997475093, 0.9983144214425802
0, 0.06365094017936315, 0.008865295299189623, 0.9979647193398262
0, 0.0625593581096266, 0.006517921433156202, 0.9982357165934576
0, 0.06212950316573754, 0.00551411079823559, 0.9983409861915881
0, 0.06305646513612012, 0.007170148966823657, 0.9981210189508009
0, 0.06208908726525274, 0.0052005594320548194, 0.9983528305892655
0, 0.06274948163173817, 0.006724817423094942, 0.9981934801491531
0, 0.06238235251042422, 0.005942836323637741, 0.9982817177538249
0, 0.06203918885553318, 0.004975587625218393, 0.9983659451854441
0, 0.062072166049123606, 0.005109281282897946, 0.9983574903865213
0, 0.062052645127659505, 0.004984175571438102, 0.9983629845514155
0, 0.06214870421232813, 0.005327774646010836, 0.9983387138908688
0, 0.06192560445286708, 0.00462947883598557, 0.9983937728617257
0, 0.06275569239857003, 0.006907597161744391, 0.9981885936012399
0, 0.06245063822615328, 0.00626991176547994, 0.9982627686883853
0, 0.06274940745850216, 0.006846852748742313, 0.9981910032807862
0, 0.06200709883609235, 0.004815313135135333, 0.9983744940715171
0, 0.06195604180633686, 0.004768820438663107, 0.9983858094946502
0, 0.06673355325935039, 0.009831357150196752, 0.9973576194557345
0, 0.04048875642762717, 0.027388172490757163, 0.9823726876275197
0, 0.02145547355954846, 0.019914973763551266, 0.9916944630551321
0, 0.020456300651850275, 0.019203238639279432, 0.9920443533093928
0, 0.020663600851025594, 0.019208459962927235, 0.9918060585000685
0, 0.017270509038305196, 0.01679778349135854, 0.9932603831795486
0, 0.019258593818142242, 0.018132085641335043, 0.9923384499016792
0, 0.01880981498491676, 0.01784345477330298, 0.9926003596922078
0, 0.01884066701369891, 0.017797070109955414, 0.9925517121275835
0, 0.01878488175615916, 0.017759019058569293, 0.9925128195816536
